C100748,43.42585918782339,1,600.17,0,Low Spender
C100753,44,2,20.92,0,Low Spender
C100754,54,4,650.56,3,Regular Buyer
C100758,56,3,2700.7200000000003,0,Low Spender
C100760,45,4,4801.28,3,Regular Buyer
C100764,54,3,2700.7200000000003,0,Low Spender
C100765,20,1,40.66,1,Occasional Buyer
C100768,65,3,47.07,0,Low Spender
C100772,45,4,4801.28,3,Regular Buyer
C100778,69,1,600.17,0,Low Spender
C100782,22,3,5401.53,1,Occasional Buyer
C100783,58,2,20.92,0,Low Spender
C100786,44,2,1200.32,0,Low Spender
C100787,35,4,650.56,3,Regular Buyer
C100794,19,1,40.66,1,Occasional Buyer
C100795,44,4,242.4,3,Regular Buyer
C100797,31,3,5401.53,1,Occasional Buyer
C100799,30,2,162.64,1,Occasional Buyer
C100801,41,5,1016.5,3,Regular Buyer
C100804,29,1,40.66,1,Occasional Buyer
C100812,46,3,9450,2,VIP / High Spender
C100816,20,5,130.75,1,Occasional Buyer
C100822,35,5,7502,2,VIP / High Spender
C100828,63,1,300.08,0,Low Spender
C100833,40,5,896,3,Regular Buyer
C100840,40,4,4801.28,3,Regular Buyer
C100841,28,2,1200.32,1,Occasional Buyer
C100843,61,3,322.56,0,Low Spender
C100844,33,2,2400.68,1,Occasional Buyer
C100849,27,1,300.08,1,Occasional Buyer
C100851,50,3,2700.7200000000003,3,Regular Buyer
C100852,31,5,130.75,3,Regular Buyer
C100854,66,1,300.08,0,Low Spender
C100857,67,4,9602.72,2,VIP / High Spender
C100867,67,4,4801.28,3,Regular Buyer
C100869,65,3,322.56,0,Low Spender
C100879,65,5,7502,3,Regular Buyer
C100885,40,4,83.68,3,Regular Buyer
C100894,59,2,1200.32,0,Low Spender
C100895,55,1,11.73,0,Low Spender
C100899,57,3,365.94,0,Low Spender
C100900,30,2,162.64,1,Occasional Buyer
C100901,45,5,15004.25,2,VIP / High Spender
C100902,23,1,600.17,1,Occasional Buyer
C100910,61,3,5401.53,3,Regular Buyer
C100911,47,4,4801.28,3,Regular Buyer
C100919,69,2,60.6,0,Low Spender
C100921,18,4,573.44,1,Occasional Buyer
C100926,57,2,4200,0,Low Spender
C100931,27,1,300.08,1,Occasional Buyer
C100935,57,4,4801.28,3,Regular Buyer
C100936,32,3,2700.7200000000003,1,Occasional Buyer
C100940,24,2,1200.32,1,Occasional Buyer
C100941,26,4,4801.28,1,Occasional Buyer
C100944,27,2,1200.32,1,Occasional Buyer
C100948,33,3,365.94,1,Occasional Buyer
C100952,39,3,2700.7200000000003,1,Occasional Buyer
C100955,48,3,105.57,0,Low Spender
C100960,54,1,5.23,0,Low Spender
C100962,44,2,20.92,0,Low Spender
C100966,56,4,650.56,3,Regular Buyer
C100978,23,1,300.08,1,Occasional Buyer
C100979,27,4,4801.28,1,Occasional Buyer
C100980,40,5,7502,2,VIP / High Spender
C100986,47,4,4801.28,3,Regular Buyer
C100987,62,3,47.07,0,Low Spender
C100994,60,5,1016.5,3,Regular Buyer
C101001,29,2,1200.32,1,Occasional Buyer
C101002,29,4,4801.28,1,Occasional Buyer
C101004,18,2,2400.68,1,Occasional Buyer
C101010,46,5,15004.25,2,VIP / High Spender
C101014,49,1,300.08,0,Low Spender
C101018,28,1,300.08,1,Occasional Buyer
C101024,28,5,7502,2,VIP / High Spender
C101027,41,1,5.23,0,Low Spender
C101034,41,2,46.92,1,Occasional Buyer
C101035,18,3,136.35000000000002,1,Occasional Buyer
C101038,45,2,1200.32,0,Low Spender
C101041,38,4,16800,2,VIP / High Spender
C101045,33,2,2400.68,1,Occasional Buyer
C101052,65,1,40.66,0,Low Spender
C101054,24,5,130.75,1,Occasional Buyer
C101055,46,5,378.75,3,Regular Buyer
C101061,57,2,1200.32,0,Low Spender
C101064,66,2,1200.32,0,Low Spender
C101067,30,4,4801.28,1,Occasional Buyer
C101068,52,5,896,3,Regular Buyer
C101069,18,4,4801.28,1,Occasional Buyer
C101071,19,5,7502,2,VIP / High Spender
C101072,65,1,600.17,0,Low Spender
C101074,53,2,1200.32,0,Low Spender
C101078,57,1,5.23,0,Low Spender
C101079,20,5,1016.5,1,Occasional Buyer
C101080,34,5,7502,2,VIP / High Spender
C101082,25,2,20.92,1,Occasional Buyer
C101084,60,3,365.94,0,Low Spender
C101089,26,4,83.68,1,Occasional Buyer
C101095,45,4,650.56,3,Regular Buyer
C101097,18,5,1016.5,1,Occasional Buyer
C101099,23,3,47.07,1,Occasional Buyer
C101100,25,3,2700.7200000000003,1,Occasional Buyer
C101108,66,1,600.17,0,Low Spender
C101115,21,3,365.94,1,Occasional Buyer
C101116,47,2,1200.32,0,Low Spender
C101117,52,3,105.57,0,Low Spender
C101119,43,4,573.44,3,Regular Buyer
C101120,68,2,1200.32,0,Low Spender
C101125,38,4,4801.28,3,Regular Buyer
C101131,54,3,322.56,0,Low Spender
C101132,36,2,46.92,1,Occasional Buyer
C101133,46,2,60.6,0,Low Spender
C101134,51,3,9450,2,VIP / High Spender
C101135,44,3,9450,2,VIP / High Spender
C101136,30,5,130.75,3,Regular Buyer
C101137,22,2,143.36,1,Occasional Buyer
C101138,24,3,365.94,1,Occasional Buyer
C101143,46,5,7502,2,VIP / High Spender
C101154,39,4,187.68,3,Regular Buyer
C101173,52,2,162.64,0,Low Spender
C101188,20,1,600.17,1,Occasional Buyer
C101196,41,4,650.56,3,Regular Buyer
C101204,47,1,300.08,0,Low Spender
C101205,60,4,4801.28,3,Regular Buyer
C101206,47,2,46.92,0,Low Spender
C101208,44,1,40.66,0,Low Spender
C101209,46,3,9450,2,VIP / High Spender
C101210,44,2,4200,0,Low Spender
C101212,35,2,162.64,1,Occasional Buyer
C101216,68,5,26250,2,VIP / High Spender
C101217,41,2,20.92,1,Occasional Buyer
C101220,24,5,7502,2,VIP / High Spender
C101221,39,3,365.94,1,Occasional Buyer
C101222,62,4,4801.28,3,Regular Buyer
C101225,38,2,2400.68,1,Occasional Buyer
C101227,30,3,2700.7200000000003,1,Occasional Buyer
C101229,61,1,300.08,0,Low Spender
C101235,46,4,4801.28,3,Regular Buyer
C101236,66,1,300.08,0,Low Spender
C101238,22,1,15.15,1,Occasional Buyer
C101248,19,3,47.07,1,Occasional Buyer
C101249,60,2,46.92,0,Low Spender
C101250,40,5,130.75,3,Regular Buyer
C101251,49,1,40.66,0,Low Spender
C101253,53,5,7502,3,Regular Buyer
C101259,60,2,46.92,0,Low Spender
C101261,31,5,1016.5,3,Regular Buyer
C101271,37,4,83.68,3,Regular Buyer
C101278,59,3,2700.7200000000003,0,Low Spender
C101285,37,2,162.64,1,Occasional Buyer
C101287,64,1,300.08,0,Low Spender
C101288,50,3,322.56,0,Low Spender
C101290,47,3,47.07,0,Low Spender
C101294,28,3,5401.53,1,Occasional Buyer
C101295,31,2,20.92,1,Occasional Buyer
C101301,65,1,600.17,0,Low Spender
C101303,31,3,5401.53,1,Occasional Buyer
C101307,25,5,896,3,Regular Buyer
C101308,37,4,4801.28,3,Regular Buyer
C101314,31,5,1016.5,3,Regular Buyer
C101316,24,4,4801.28,1,Occasional Buyer
C101318,36,5,896,3,Regular Buyer
C101320,27,5,15004.25,2,VIP / High Spender
C101327,52,4,9602.72,2,VIP / High Spender
C101329,36,2,162.64,1,Occasional Buyer
C101337,49,4,4801.28,3,Regular Buyer
C101343,49,1,35.84,0,Low Spender
C101344,31,5,26250,2,VIP / High Spender
C101347,37,2,60.6,1,Occasional Buyer
C101351,56,2,46.92,0,Low Spender
C101356,32,1,300.08,1,Occasional Buyer
C101359,42,4,4801.28,3,Regular Buyer
C101362,30,4,573.44,1,Occasional Buyer
C101363,64,1,300.08,0,Low Spender
C101364,61,4,4801.28,3,Regular Buyer
C101365,35,5,130.75,3,Regular Buyer
C101367,18,2,162.64,1,Occasional Buyer
C101368,68,1,300.08,0,Low Spender
C101370,21,2,20.92,1,Occasional Buyer
C101375,48,5,130.75,3,Regular Buyer
C101377,27,5,130.75,3,Regular Buyer
C101382,53,2,20.92,0,Low Spender
C101384,19,2,1200.32,1,Occasional Buyer
C101386,18,5,293.25,1,Occasional Buyer
C101391,49,5,1016.5,3,Regular Buyer
C101393,60,3,2700.7200000000003,0,Low Spender
C101397,25,3,2700.7200000000003,1,Occasional Buyer
C101401,30,1,1050,1,Occasional Buyer
C101404,54,2,4200,0,Low Spender
C101405,20,1,300.08,1,Occasional Buyer
C101406,41,4,9602.72,2,VIP / High Spender
C101407,48,4,9602.72,2,VIP / High Spender
C101410,32,2,1200.32,1,Occasional Buyer
C101411,24,5,1016.5,1,Occasional Buyer
C101412,30,3,2700.7200000000003,1,Occasional Buyer
C101413,40,3,2700.7200000000003,1,Occasional Buyer
C101414,59,4,650.56,3,Regular Buyer
C101419,45,5,7502,2,VIP / High Spender
C101420,31,3,2700.7200000000003,1,Occasional Buyer
C101422,18,3,322.56,1,Occasional Buyer
C101423,35,3,2700.7200000000003,1,Occasional Buyer
C101425,30,2,2400.68,1,Occasional Buyer
C101427,32,5,26250,2,VIP / High Spender
C101428,22,5,15004.25,2,VIP / High Spender
C101429,46,3,2700.7200000000003,3,Regular Buyer
C101432,30,5,15004.25,2,VIP / High Spender
C101433,40,2,20.92,1,Occasional Buyer
C101438,54,3,322.56,0,Low Spender
C101451,54,2,1200.32,0,Low Spender
C101452,31,3,2700.7200000000003,1,Occasional Buyer
C101466,46,2,1200.32,0,Low Spender
C101471,44,3,322.56,1,Occasional Buyer
C101472,57,1,40.66,0,Low Spender
C101475,53,1,5.23,0,Low Spender
C101478,19,4,4801.28,1,Occasional Buyer
C101482,23,3,136.35000000000002,1,Occasional Buyer
C101484,42,3,2700.7200000000003,1,Occasional Buyer
C101489,60,1,300.08,0,Low Spender
C101494,69,2,46.92,0,Low Spender
C101503,24,4,4801.28,1,Occasional Buyer
C101508,60,4,4801.28,3,Regular Buyer
C101509,23,3,322.56,1,Occasional Buyer
C101518,52,5,7502,3,Regular Buyer
C101521,69,2,162.64,0,Low Spender
C101522,55,2,20.92,0,Low Spender
C101523,60,4,650.56,3,Regular Buyer
C101525,53,2,46.92,0,Low Spender
C101526,33,2,143.36,1,Occasional Buyer
C101527,67,1,35.84,0,Low Spender
C101529,49,3,365.94,0,Low Spender
C101531,62,3,136.35000000000002,0,Low Spender
C101537,46,4,4801.28,3,Regular Buyer
C101541,53,5,7502,3,Regular Buyer
C101543,69,2,1200.32,0,Low Spender
C101545,58,4,573.44,3,Regular Buyer
C101546,42,1,5.23,0,Low Spender
C101550,35,2,2400.68,1,Occasional Buyer
C101556,47,3,2700.7200000000003,3,Regular Buyer
C101558,35,4,4801.28,3,Regular Buyer
C101559,63,1,11.73,0,Low Spender
C101560,20,4,83.68,1,Occasional Buyer
C101561,49,4,650.56,3,Regular Buyer
C101564,40,4,83.68,3,Regular Buyer
C101566,62,1,300.08,0,Low Spender
C101568,23,1,5.23,1,Occasional Buyer
C101575,68,1,5.23,0,Low Spender
C101576,41,2,1200.32,1,Occasional Buyer
C101579,59,3,365.94,0,Low Spender
C101580,48,2,162.64,0,Low Spender
C101584,36,4,4801.28,3,Regular Buyer
C101594,67,2,20.92,0,Low Spender
C101595,22,3,2700.7200000000003,1,Occasional Buyer
C101600,39,1,5.23,1,Occasional Buyer
C101605,39,4,187.68,3,Regular Buyer
C101610,65,4,4801.28,3,Regular Buyer
C101612,37,5,378.75,3,Regular Buyer
C101618,49,4,9602.72,2,VIP / High Spender
C101624,57,5,7502,3,Regular Buyer
C101629,20,1,300.08,1,Occasional Buyer
C101633,25,2,1200.32,1,Occasional Buyer
C101640,46,1,40.66,0,Low Spender
C101643,37,5,1016.5,3,Regular Buyer
C101646,68,2,1200.32,0,Low Spender
C101647,47,4,187.68,3,Regular Buyer
C101651,50,4,650.56,3,Regular Buyer
C101652,41,4,573.44,3,Regular Buyer
C101654,28,1,35.84,1,Occasional Buyer
C101655,50,1,1050,0,Low Spender
C101656,21,5,7502,2,VIP / High Spender
C101657,64,2,143.36,0,Low Spender
C101662,46,3,9450,2,VIP / High Spender
C101663,41,1,35.84,0,Low Spender
C101666,50,5,130.75,3,Regular Buyer
C101667,23,5,26250,2,VIP / High Spender
C101669,61,5,1016.5,3,Regular Buyer
C101672,27,1,40.66,1,Occasional Buyer
C101673,40,5,896,3,Regular Buyer
C101689,57,3,2700.7200000000003,0,Low Spender
C101690,68,5,130.75,3,Regular Buyer
C101691,44,3,365.94,1,Occasional Buyer
C101693,23,3,5401.53,1,Occasional Buyer
C101694,51,1,300.08,0,Low Spender
C101695,18,5,7502,2,VIP / High Spender
C101697,54,2,1200.32,0,Low Spender
C101709,68,5,378.75,3,Regular Buyer
C101710,33,3,365.94,1,Occasional Buyer
C101711,31,5,293.25,3,Regular Buyer
C101716,26,2,162.64,1,Occasional Buyer
C101723,24,3,365.94,1,Occasional Buyer
C101725,61,1,40.66,0,Low Spender
C101726,59,4,242.4,3,Regular Buyer
C101733,44,3,365.94,1,Occasional Buyer
C101737,26,1,300.08,1,Occasional Buyer
C101742,20,4,83.68,1,Occasional Buyer
C101743,35,4,83.68,1,Occasional Buyer
C101744,62,2,20.92,0,Low Spender
C101746,66,5,7502,3,Regular Buyer
C101747,47,3,47.07,0,Low Spender
C101751,32,2,162.64,1,Occasional Buyer
C101755,56,2,1200.32,0,Low Spender
C101756,24,4,4801.28,1,Occasional Buyer
C101757,58,3,47.07,0,Low Spender
C101758,21,5,7502,2,VIP / High Spender
C101764,66,1,5.23,0,Low Spender
C101767,40,3,322.56,1,Occasional Buyer
C101768,63,2,143.36,0,Low Spender
C101770,64,1,5.23,0,Low Spender
C101771,48,5,1016.5,3,Regular Buyer
C101773,54,5,130.75,3,Regular Buyer
C101775,49,5,7502,2,VIP / High Spender
C101776,56,3,47.07,0,Low Spender
C101779,27,5,130.75,3,Regular Buyer
C101781,26,2,1200.32,1,Occasional Buyer
C101786,59,4,573.44,3,Regular Buyer
C101788,66,5,26250,2,VIP / High Spender
C101790,65,5,1016.5,3,Regular Buyer
C101791,37,5,15004.25,2,VIP / High Spender
C101793,52,2,20.92,0,Low Spender
C101803,33,1,5.23,1,Occasional Buyer
C101806,31,4,4801.28,1,Occasional Buyer
C101810,45,1,11.73,0,Low Spender
C101817,45,4,4801.28,3,Regular Buyer
C101818,56,3,2700.7200000000003,0,Low Spender
C101820,28,5,7502,2,VIP / High Spender
C101822,54,2,1200.32,0,Low Spender
C101824,22,1,300.08,1,Occasional Buyer
C101833,69,1,15.15,0,Low Spender
C101835,29,3,365.94,1,Occasional Buyer
C101839,49,1,40.66,0,Low Spender
C101843,18,4,83.68,1,Occasional Buyer
C101845,28,2,20.92,1,Occasional Buyer
C101852,55,4,573.44,3,Regular Buyer
C101853,38,5,1016.5,3,Regular Buyer
C101855,52,1,300.08,0,Low Spender
C101856,38,3,5401.53,1,Occasional Buyer
C101863,68,2,2400.68,0,Low Spender
C101866,66,1,300.08,0,Low Spender
C101871,22,3,2700.7200000000003,1,Occasional Buyer
C101875,57,1,5.23,0,Low Spender
C101878,39,4,650.56,3,Regular Buyer
C101882,67,2,20.92,0,Low Spender
C101883,37,5,896,3,Regular Buyer
C101885,41,5,130.75,3,Regular Buyer
C101886,45,5,293.25,3,Regular Buyer
C101893,56,3,365.94,0,Low Spender
C101897,60,4,4801.28,3,Regular Buyer
C101898,57,2,143.36,0,Low Spender
C101904,38,2,20.92,1,Occasional Buyer
C101908,41,2,46.92,1,Occasional Buyer
C101912,59,4,9602.72,2,VIP / High Spender
C101917,32,3,365.94,1,Occasional Buyer
C101919,56,2,2400.68,0,Low Spender
C101921,62,5,7502,3,Regular Buyer
C101924,29,2,1200.32,1,Occasional Buyer
C101926,47,2,1200.32,0,Low Spender
C101929,21,1,40.66,1,Occasional Buyer
C101932,27,5,896,3,Regular Buyer
C101939,52,5,896,3,Regular Buyer
C101941,38,2,143.36,1,Occasional Buyer
C101946,30,2,2400.68,1,Occasional Buyer
C101947,40,5,15004.25,2,VIP / High Spender
C101949,44,5,1016.5,3,Regular Buyer
C101953,46,5,896,3,Regular Buyer
C101956,27,1,11.73,1,Occasional Buyer
C101957,34,5,896,3,Regular Buyer
C101958,18,3,2700.7200000000003,1,Occasional Buyer
C101961,37,3,322.56,1,Occasional Buyer
C101965,58,5,293.25,3,Regular Buyer
C101967,19,5,896,1,Occasional Buyer
C101970,67,1,40.66,0,Low Spender
C101989,63,1,11.73,0,Low Spender
C101991,66,5,7502,3,Regular Buyer
C101995,24,3,2700.7200000000003,1,Occasional Buyer
C101996,55,4,16800,2,VIP / High Spender
C102001,37,1,40.66,1,Occasional Buyer
C102005,63,1,5.23,0,Low Spender
C102006,64,2,143.36,0,Low Spender
C102007,30,3,365.94,1,Occasional Buyer
C102008,50,3,2700.7200000000003,3,Regular Buyer
C102009,56,4,16800,2,VIP / High Spender
C102010,31,1,300.08,1,Occasional Buyer
C102015,66,2,1200.32,0,Low Spender
C102021,36,5,1016.5,3,Regular Buyer
C102024,46,4,242.4,3,Regular Buyer
C102029,29,1,40.66,1,Occasional Buyer
C102030,60,1,11.73,0,Low Spender
C102033,38,5,378.75,3,Regular Buyer
C102037,37,3,47.07,1,Occasional Buyer
C102043,27,4,4801.28,1,Occasional Buyer
C102047,38,2,1200.32,1,Occasional Buyer
C102058,28,3,136.35000000000002,1,Occasional Buyer
C102060,68,4,4801.28,3,Regular Buyer
C102061,48,5,130.75,3,Regular Buyer
C102062,57,5,293.25,3,Regular Buyer
C102063,60,2,60.6,0,Low Spender
C102064,43,3,47.07,1,Occasional Buyer
C102069,21,2,143.36,1,Occasional Buyer
C102084,55,2,2400.68,0,Low Spender
C102085,20,3,105.57,1,Occasional Buyer
C102097,65,1,1050,0,Low Spender
C102098,19,3,2700.7200000000003,1,Occasional Buyer
